Дата обращения;Вопрос;Ответ;Ссылка
23.04.2020;Здравствуйте, могу ли я через мфц получить справку о том что не работаю?;Здравствуйте! На сегодняшний день данная услуга отсутствует в перечне услуг, предоставляемых в отделениях МФЦ.;https://mfc-amur.ru/faq/630231/
23.04.2020;Что такое статус выдачи документов;Здравствуйте! Просим Вас уточнить номер дела, указанный в расписке или описи, выданной в МФЦ. Также о статусе рассмотрения дела Вы можете узнать, позвонив в региональный call-центр МФЦ по номеру телефона 8 (4162) 99-22-22.;https://mfc-amur.ru/faq/630073/
21.04.2020;Здравствуйте! Подскажите,пожалуйста,если при оформлении ежемесячного пособия на ребенка в справке о составе семьи указаны все прописанные:дедушка,бабушка,дядя и мама ребенка,то нужно ли указывать их доходы или только доход матери?с отцом ребёнка в разводе,правка об алиментах есть.;Здравствуйте! Рекомендуем вам обратиться в Управление социальной защиты населения в населенном пункте по месту Вашего фактического проживания.;https://mfc-amur.ru/faq/629792/
20.04.2020;Почему МФЦ не предоставляют услуги по пособии на ребёнка до 7лет.и будут ли?;Здравствуйте! Предоставление данной услуги в МФЦ планируется после 01.06.2020 года.;https://mfc-amur.ru/faq/629623/
20.04.2020;Здравствуйте, могу ли я оформить выплату на ребёнка от 3х до 7 лет электронно?;Здравствуйте! На сегодняшний день данная услуга в отделениях ГАУ «МФЦ Амурской области» не предоставляется. Для консультации рекомендуем обратиться в Управление социальной защиты населения по месту Вашего фактического проживания.;https://mfc-amur.ru/faq/629312/
16.04.2020;Здравствуйте. Какие документы необходимо подать в МФЦ для продажи квартиры. ( Муж и жена, квартира общая собственность). И ещё одно, наш сын учится в другом регионе, но прописан у нас , ему 22 года, возможности выписаться приехать у него нет. Доли в квартире нет. Мы сами его выписать можем?;"Примерный перечень документов, для государственной регистрации права на недвижимое имущество на основании договора купли-продажи:
•    документы, удостоверяющие личность участников сделки;
•    договор купли-продажи;
•    правоустанавливающие документы на объект недвижимости.
Обращаем Ваше внимание, что для проведения государственной регистрации Покупателю необходимо оплатить государственную пошлину (за жилое помещение – 2000 руб.).
Для более подробной информации рекомендуем Вам обратиться по Единому справочному телефону Росреестра 8 (800) 100 34 34 (Звонок из всех регионов России бесплатный).
В случае, если гражданин зарегистрирован по месту жительства постоянно, без его присутствия снятие с регистрации возможно только по решению суда или по нотариально заверенному заявлению от его лица, при наличии его паспорта.
Обращаем Ваше внимание на то, что в рамках исполнения Указа Президента РФ от 02.04.2020 «О мерах по обеспечению санитарно-эпидемиологического благополучия населения в связи с распространением коронавирусной инфекции» и рекомендациями Министерства экономического развития РФ прием в отделениях МФЦ Амурской области будет осуществляться с соблюдением карантинных мер по предварительной и по живой очереди только по услугам, которые невозможно получить в электронном виде.
Запросы на получение первоочередных необходимых услуг (таких как паспорт, водительское удостоверение, регистрационный учет граждан (снятие граждан с регистрационного учета), детские пособия, получение различных справок и выписок, и др.) можно подать в электронном виде через Портал Госуслуг. При этом необходимость обращения в МФЦ за такими услугами отсутствует.
Дополнительную информацию Вы можете получить по телефону регионального call – центра МФЦ:  8 (4162) 99 22 22.
";https://mfc-amur.ru/faq/628980/
16.04.2020;Добрый день! Я с 13.03.20 считаюсь безработной. На какие выплаты я могу претендовать с ребёнком 5 лет.? Потеряла работу из за пандемии(((в центре занятости на учёте стою;Здравствуйте! Для получения консультации рекомендуем Вам обратиться в Управление социальной защиты населения по месту Вашего нахождения.;https://mfc-amur.ru/faq/628842/
15.04.2020;Хочу записаться на прием, ввожу код подтверждения, который приходит на эл. почту. Пишет неверный код. Пробовала повторно вводить несколько раз.;Здравствуйте! На данный момент технических проблем в работе сайта не наблюдается. Пожалуйста попробуйте воспользоваться сервисом «Предварительная запись» повторно.;https://mfc-amur.ru/faq/628704/
14.04.2020;Куда заходить для подписание акта согласования местоположения границ земельного участка;Здравствуйте! По Вашему вопросу требуется дополнительная информация. Обратитесь пожалуйста по телефону регионального call-центра МФЦ 8 (4162) 99 22 22, либо воспользуйтесь сервисом «Обратная связь» на сайте МФЦ Амурской области, чтобы мы могли с Вами связаться.;https://mfc-amur.ru/faq/628608/
14.04.2020;"√ 00123264.  
Статус: Формирование заказов и прием результатов.
13.03.20 подал документы, дата окончания услуги 11.04.20
Как мне быть, документы готовы?";Здравствуйте! Просим Вас уточнить номер дела, указанный в расписке или описи, выданной в МФЦ. Также о статусе рассмотрения дела Вы можете узнать, позвонив в региональный call-центр МФЦ по номеру телефона 8 (4162) 99-22-22.;https://mfc-amur.ru/faq/628587/
14.04.2020;Хочу записаться на приём для переоформления дачного участка. Как получить талон на 14.04.20 г.  на 17.00 часов.;Здравствуйте! С 13.04.2020 предварительная запись в Отделения МФЦ Амурской области осуществляется только через сайт МФЦ Амурской области или через мобильное приложение «Мои Документы.Онлайн». Обращаем Ваше внимание на то, что отделения МФЦ Амурской области в будние дни работают с 8:00 до 17:00.;https://mfc-amur.ru/faq/628413/
14.04.2020;Хочу записаться на приём для переоформления дачного участка. Как получить талон на 14.04.20 г.  на 17.00 часов.;Здравствуйте! С 13.04.2020 предварительная запись в Отделения МФЦ Амурской области осуществляется только через сайт МФЦ Амурской области или через мобильное приложение «Мои Документы.Онлайн». Обращаем Ваше внимание на то, что отделения МФЦ Амурской области в будние дни работают с 8:00 до 17:00.;https://mfc-amur.ru/faq/628412/
14.04.2020;Хочу записаться на прием, ввожу код подтверждения, который приходит на эл. Почту. Пишет неверный код. Что делать?;Здравствуйте! На данный момент технических проблем в работе сайта не наблюдается. Пожалуйста попробуйте воспользоваться сервисом «Предварительная запись» повторно.;https://mfc-amur.ru/faq/628378/
13.04.2020;Доброго времени суток. У меня двое детей. Старшему 3года младшей - 1,6. Материнский капитал хотим оставить на улучшение жилищных условий. Положена мне выплата 5.000, о которых говорил президент? Или же эти дивиденты (5.000) из материнского капитала начисляются?;Здравствуйте! В отделениях МФЦ Амурской области данная услуга не предоставляется. Рекомендуем Вам обратиться в Региональное отделение Пенсионного Фонда Российской Федерации.;https://mfc-amur.ru/faq/628348/
13.04.2020; Здравствуйте! Подскажите, в декабре 2018 подорвала документы на детские пособия и на постановку в очередь на садик. Сказали, что будет готово уведомление, по нему и отслеживать очередь. Но я его не забрала. Как сейчас это можно сделать? Есть номер входящий принятых док-ов. Нужно предварительно записываться? ;Здравствуйте! МФЦ не располагает информацией о текущей очереди для получения путевки в детский сад. Рекомендуем Вам обратиться в Управление образования.;https://mfc-amur.ru/faq/628274/
13.04.2020; Возможно ли записаться на 14.04 на время с 12.00-13.00 для проведения сделки купли продажи недвижемости;С 13.04.2020 предварительная запись в Отделения МФЦ Амурской области осуществляется только через сайт МФЦ Амурской области или через мобильное приложение «Мои Документы.Онлайн». ;https://mfc-amur.ru/faq/628273/
13.04.2020;Добрый день, имею в пользовании гараж, какие документы необходимы для оформление в собственность, а также земельного участка под ним ?   ;Здравствуйте! По Вашему вопросу требуется дополнительная информация. Обратитесь пожалуйста по телефону регионального call-центра МФЦ 8 (4162) 99 22 22, либо воспользуйтесь сервисом «Обратная связь» на сайте МФЦ Амурской области, чтобы мы могли с Вами связаться.;https://mfc-amur.ru/faq/628204/
12.04.2020;Здравствуйте, подскажите пожалуйста, сыну 2 годика, муж не работает на бирже не состоит я тоже. Какие выплаты нам положены;Здравствуйте! Для получения консультации рекомендуем Вам обратиться в Управление социальной защиты населения по месту Вашего нахождения.;https://mfc-amur.ru/faq/628155/
12.04.2020;"Здравствуйте. Скажите пожалуйста,как можно отредактировать свои данные? Так как при нажатии кнопки "" посмотреть список дел"", выдаёт ответ,что не заполнена строка СНИЛС, ошибка";Здравствуйте! Редактирование данных возможно в личном кабинете на портале Госуслуги.;https://mfc-amur.ru/faq/628146/
11.04.2020;Здравствуйте,отказывают в пособия так как нет договора соц.найма ,но я не могу его предоставить?как быть в этой ситуации;Здравствуйте! Для получения консультации рекомендуем Вам обратиться в Управление социальной защиты населения по месту Вашего нахождения.;https://mfc-amur.ru/faq/628091/
11.04.2020;Здравствуйте я хочу подать документы переселение госпрограмму и этого какой документы надо собрать скажите пожалуйста.Уменя есть сейчас РВП уже год я во время оплачиваю налоги;Здравствуйте! Услуга в Отделениях МФЦ Амурской области не предоставляется.;https://mfc-amur.ru/faq/628088/
11.04.2020;Здравствуйте,могу ли я получить уже готовый документ загранпаспорт ?;Здравствуйте! Результаты по ранее поданным заявлениям выдаются в порядке живой очереди. ;https://mfc-amur.ru/faq/628080/
09.04.2020;Здравствуйте, подскажите пожалуйста могу ли я по соц.найму прописать себя и ребёнка через Мфц,и какие документы нужны для это ? В соц найм вписана и я и ребёнок ;"Здравствуйте! Для регистрации по месту жительства Вам потребуются:
1. Заявление;
2. Документ, удостоверяющий личность (Паспорт гражданина РФ, свидетельство о рождении);
3. Документ-основание для вселения в жилое помещение (договор социального найма)
Обращаем Ваше внимание, что в рамках исполнения Указа Президента РФ от 02.04.2020 «о мерах по обеспечению санитарно-эпидемиологического благополучия населения в связи с распространением коронавирусной инфекции» и рекомендациями Министерства экономического развития РФ прием в отделениях МФЦ Амурской области с 13.04.2020 года будет осуществляться с соблюдением карантинных мер по предварительной и по живой очереди только по услугам, которые невозможно получить в электронном виде.
Запросы на получение первоочередных необходимых услуг (таких как паспорт, водительское удостоверение, регистрация (снятие с регистрационного учета) по месту жительства, детские пособия, получение различных справок и выписок, и др.) можно подать в электронном виде через Портал Госуслуг. При этом необходимость обращения в МФЦ за такими услугами отсутствует.";https://mfc-amur.ru/faq/628027/
09.04.2020;Необходимо заплатить гос.пошлину 2тыс.Через какое время можно получить документ о собственности?;Здравствуйте! Срок государственной регистрации права составляет 9 рабочих дней. Для получения полной консультации рекомендуем Вам обратиться по телефону горячей линии Росреестра 8-800-100-34-34.;https://mfc-amur.ru/faq/628012/
09.04.2020;"Добрый День.  Подавали заявку на санитарную вырубку деревьев. Пришло СМС что по нашему делу результат готов.
Как  возможно ознакомится с результатам если нет кода и номер дела. ";Здравствуйте! Номер дела и код дела указаны в расписке, выдаваемой в МФЦ на приеме документов. С 13.04.2020 года результаты по ранее поданным заявлениям будут выдаваться в Отделениях МФЦ в порядке живой очереди. ;https://mfc-amur.ru/faq/627963/
08.04.2020;Когда всё-таки можно будет записаться на регистрацию права на  земельный участок. ;Здравствуйте! В рамках исполнения Указа Президента РФ от 02.04.2020 «о мерах по обеспечению санитарно-эпидемиологического благополучия населения в связи с распространением коронавирусной инфекции» и рекомендациями Министерства экономического развития РФ прием в отделениях МФЦ Амурской области с 13.04.2020 года будет осуществляться с соблюдением карантинных мер по предварительной и по живой очереди только по услугам, которые невозможно получить в электронном виде.;https://mfc-amur.ru/faq/627923/
08.04.2020;Почему запис на приём не работает;Добрый день! Все доступные к записи талоны электронной очереди отображаются на официальном сайте МФЦ (mfc-amur.ru), в разделе «Предварительная запись», выбрав необходимое Вам отделение МФЦ и группу услуг.;https://mfc-amur.ru/faq/627896/
08.04.2020;Когда МФЦ будет выдавать готовые документы?(загранпаспорт);В соответствии с рекомендациями Министерства экономического развития РФ в связи с угрозой распространения коронавируса, для общей безопасности и во избежание скопления большого количества людей в одном помещении, прием в отделениях МФЦ Амурской области осуществляется только на выдачу уже готовых жизненно важных документов (паспорт гражданина РФ, мед. полис), по ранее принятым запросам. О возможности получения Ваших документов можете уточнить после 13.04.2020 года.;https://mfc-amur.ru/faq/627879/
08.04.2020;Нам нужно написать заявление на получение документов на проезд ребёнка инвалида к месту госпитализации. Не можем это сделать ,так как запись временно закрыта,не один телефон не отвечает.Как быть?;"Здравствуйте! На сегодняшний день в рамках исполнения Указа Президента РФ от 02.04.2020 «О мерах по обеспечению санитарно-эпидемиологического благополучия населения в связи с распространением коронавирусной инфекции» и рекомендациями Министерства экономического развития РФ в связи с угрозой распространения коронавируса, для общей безопасности и во избежание скопления большого количества людей в одном помещении, прием в отделениях МФЦ Амурской области осуществляется только по предварительной записи только по услугам, которые невозможно получить в электронном виде. 
Услугу «Предоставление Фондом социального страхования Российской Федерации гражданам, имеющим право на получение государственной социальной помощи в виде набора социальных услуг, государственной услуги по предоставлению при наличии медицинских показаний путевок на санаторно-курортное лечение, осуществляемое в целях профилактики основных заболеваний, и бесплатного проезда на междугородном транспорте к месту лечения и обратно» предоставляется в электронном виде через сайт Госуслуги (https://www.gosuslugi.ru/15881/2/info). Дополнительную информацию по предоставлению услуги Вы можете получить по телефонам: 8 (4162) 99-31-33; 8 (4162) 99-31-76.
";https://mfc-amur.ru/faq/627856/
07.04.2020;Здравствуйте, какой статус услуги получения ИНН будет на сайте когда он будет готов? ;Здравствуйте! Статус оказания услуги «Результат готов к выдаче».;https://mfc-amur.ru/faq/627748/
07.04.2020;Здравствуйте. Мне пришла смс о том, что паспорт готов (14 лет), как я могу его забрать? Сегодня ходила в мфц, здание закрыто... ;Здравствуйте! на сегодняшний день в отделениях МФЦ Амурской области осуществляется выдача уже готовых жизненно важных документов (паспорт гражданина РФ, мед. полис) в порядке «живой» очереди.;https://mfc-amur.ru/faq/627740/
07.04.2020;Здравствуйте! Как снять с регистрационного учёта по м/ж в п. Архара Амурской области умершего человека. Есть домовая книга.;Здравствуйте! Вам необходимо обратиться в Отделение ГАУ «МФЦ Амурской области» в Архаринском районе. При себе необходимо иметь документ, удостоверяющий Вашу личность и свидетельство о смерти. Обращаем ваше внимание, что в соответствии с рекомендациями Министерства экономического развития РФ в связи с угрозой распространения коронавируса, для общей безопасности и во избежание скопления большого количества людей в одном помещении, прием в отделениях МФЦ Амурской области осуществляется только по предварительной записи только по услугам, которые невозможно получить в электронном виде. Записаться Вы можете на официальном сайте МФЦ (mfc-amur.ru), в разделе «Предварительная запись», выбрав необходимое Вам отделение МФЦ и группу услуг «Прием документов по прочим услугам».;https://mfc-amur.ru/faq/627728/
07.04.2020;Здравствуйте! Ребенку 24.03.2020 было 14 лет, как нам подать документы на получение паспорта? ;В рамках исполнения Указа Президента РФ от 02.04.2020 «О мерах по обеспечению санитарно-эпидемиологического благополучия населения в связи с распространением коронавирусной инфекции» и рекомендациями Министерства экономического развития РФ в связи с угрозой распространения коронавируса, для общей безопасности и во избежание скопления большого количества людей в одном помещении, прием в отделениях МФЦ Амурской области осуществляется только по предварительной записи только по услугам, которые невозможно получить в электронном виде. Записаться Вы можете на официальном сайте МФЦ (mfc-amur.ru), в разделе «Предварительная запись», выбрав необходимое Вам отделение МФЦ и группу услуг «Прием документов по прочим услугам».;https://mfc-amur.ru/faq/627704/
07.04.2020;Можно ли восстановить отмененную запись на прием?;Здравствуйте! К сожалению, восстановить уже отмененную запись невозможно. О наличии талонов предварительной записи Вы можете уточнить по телефону регионального колл-центра МФЦ 8 (4162) 99 22 22 или на сайте МФЦ  (mfc-amur.ru) в разделе «Предварительная запись».;https://mfc-amur.ru/faq/627640/
06.04.2020;Необходимо выписаться из квартиры для ее продажи, сколько времени проходит процедура выписки?;"Здравствуйте! Срок предоставления услуги: ""Регистрационный учет граждан Российской Федерации по месту пребывания и по месту жительства в пределах Российской Федерации"" составляет 3 рабочих дня с момента поступления документов в орган регистрационного учета. Обращаем Ваше внимание, что срок приема-передачи документов из МФЦ в Управление Федеральной миграционной службы и обратно составляет 3 рабочих дня.";https://mfc-amur.ru/faq/627607/
06.04.2020;что значит (в архиве (документы выданы в МФЦ либо выдача в ведомстве).);Здравствуйте! Просим Вас уточнить номер дела, указанный в расписке или описи, выданной в МФЦ. Также о статусе рассмотрения дела Вы можете узнать, позвонив в региональный call-центр МФЦ по номеру телефона 8 (4162) 99-22-22.;https://mfc-amur.ru/faq/627601/
06.04.2020;В связи с распоряжением губернатора и утвержденными списками МФЦ попадает в список организаций работающих по предварительной записи на все виды услуг,амур инфо уведомила,значит ли это что завтра у вас можно будет получить готовый документ;В соответствии с рекомендациями Министерства экономического развития РФ в связи с угрозой распространения коронавируса, для общей безопасности и во избежание скопления большого количества людей в одном помещении, прием в отделениях МФЦ Амурской области осуществляется только на выдачу уже готовых жизненно важных документов (паспорт гражданина РФ, мед. полис), по ранее принятым запросам.;https://mfc-amur.ru/faq/627598/
06.04.2020;Здравствуйте хотела узнать как забрать сертификат на материнский капитал в связи с карантином?;Здравствуйте! На сегодняшний день осуществляется выдача только жизненно важных документов (паспорт гражданина РФ, мед. полис). О возможности получения Ваших документов можете уточнить после 13.04.2020 года.;https://mfc-amur.ru/faq/627526/
05.04.2020;Здравствуйте, оформляли у вас договор купли-продажи за материнский капитал. Нужно ли приносить справку о его начислении? Мне сообщали что продаваемое имущество идет в залог. ;Здравствуйте! В случае возникновения залога в пользу продавца, снять обременение можно по заявлению залогодержателя, или при подаче заявления совместно продавца и покупателя. ;https://mfc-amur.ru/faq/627357/
04.04.2020;Здравствуйте,МФЦ не выдает уже готовый загранпаспорт в связи с карантином,когда можно будет получить?;Здравствуйте! На сегодняшний день осуществляется выдача только жизненно важных документов (паспорт гражданина РФ, мед. полис). О возможности получения Ваших документов можете уточнить после 13.04.2020 года.;https://mfc-amur.ru/faq/627278/
04.04.2020;Вышел новый указ президента на выплаты до 3х лет когда можно подать заявление и что для этого нужно? ;Здравствуйте! Для получения полной консультации рекомендуем обратиться в Управление социальной защиты населения, в населенном пункте по месту Вашего фактического проживания.;https://mfc-amur.ru/faq/627267/
04.04.2020;Здравствуйте. Когда можно будет подать заявление на получение едв по 5000 тысяч? ;Здравствуйте! Данная услуга через отделения ГАУ «МФЦ Амурской области» не предоставляется.;https://mfc-amur.ru/faq/627266/
03.04.2020;Могу ли я получить уже готовый загранпаспорт?оформляла во 2отделении МФЦ,пришло сообщение о готовности;Здравствуйте! На сегодняшний день осуществляется выдача только жизненно важных документов (паспорт гражданина РФ, мед. полис). О возможности получения Ваших документов можете уточнить после 13.04.2020 года.;https://mfc-amur.ru/faq/627187/
03.04.2020;Здравствуйте! Для продажи недвижимости необходима справка о состоянии семьи, но в связи со сложившейся ситуацией это просто невозможно. Может быть есть какой либо выход? Заранее спасибо.;Здравствуйте! В МФЦ не осуществляется выдача справок о зарегистрированных гражданах в жилом помещении.;https://mfc-amur.ru/faq/627166/
03.04.2020;"Здравствуйте хотела узнать готов результат о выдаче сертификата на материнский капитал мне нужно записаться или можно прийти без записи в связи с короновирусом?
";Здравствуйте! На сегодняшний день осуществляется выдача только жизненно важных документов (паспорт гражданина РФ, мед. полис). О возможности получения Ваших документов можете уточнить после 13.04.2020 года.;https://mfc-amur.ru/faq/627153/
03.04.2020;Как получить уже готовый загранпаспорт?номер телефона неотвечает,в предварительной записи нет пункта о выдаче ;Здравствуйте! На сегодняшний день осуществляется выдача только жизненно важных документов (паспорт гражданина РФ, мед. полис) в порядке живой очереди. О возможности получения Ваших документов можете уточнить после 13.04.2020 года.;https://mfc-amur.ru/faq/627140/
03.04.2020;Здравствуйте, могу записаться на приём, для оформление документов по поводу купли и продажи квартиры?;Здравствуйте! О наличии талонов предварительной записи Вы можете уточнить по телефону регионального колл-центра МФЦ 8 (4162) 99 22 22 или на сайте МФЦ  (mfc-amur.ru) в разделе «Предварительная запись».;https://mfc-amur.ru/faq/627125/
03.04.2020;Здравствуйте,пришло смс о том что по моему делу 2/2/134660 результат готов,когда можно будет получить загранпаспорт?нужно ли предварительно записаться?;"Здравствуйте! На сегодняшний день осуществляется выдача только жизненно важных документов (паспорт гражданина РФ, мед. полис). О возможности получения Ваших документов можете уточнить после 13.04.2020 года.
";https://mfc-amur.ru/faq/627095/
03.04.2020;Здраствуйте, оформляли у вас договор о купле-продаже за материнский капитал. Мне сказала что нужно будет прийти показать справку о зачислении мат. капитала. Скажите пожалуйста могу ли я предоставить вам справку электронной? ;Здравствуйте! В соответствии с Федеральным Законом от 27.07.2010 г. № 210 «Об организации предоставления государственных и муниципальных услуг» в многофункциональных центрах предоставления государственных и муниципальных услуг Амурской области при приеме запросов о предоставлении государственных или муниципальных услуг и выдаче документов необходимо устанавливать личность заявителя на основании документа, удостоверяющего личность. В связи с этим, МФЦ осуществляет прием документов только при личном обращении заявителя, либо его уполномоченного представителя.;https://mfc-amur.ru/faq/627067/
02.04.2020;Здравствуйте. В середине марта мне исполнилось 20 лет, до середины апреля мне нужно подать заявление на смену паспорта по возрасту, но в связи с карантином я не могу сделать ни фото на паспорт, ни выйти на улицу (искл.только за продуктами). Подскажите как мне действовать и можно ли будет обратиться за сменой паспорта после окончания карантина?;Здравствуйте! Услуга «Выдача, замена паспортов гражданина Российской Федерации, удостоверяющих личность гражданина Российской Федерации на территории Российской Федерации» при достижении 20-летнего возраста доступна в электронном виде через Портал Госуслуг.;https://mfc-amur.ru/faq/627031/
01.04.2020;"Здравствуйте, я записалась предварительно через сайт МФЦ на получение временной прописки, но забыла номер талона, возможно ли его как-нибудь узнать? Номер дела 2/1/225625 код 578b1337

";Здравствуйте! Результат по Вашей услуге готов. Паспорт вы можете получить в порядке «живой» очреди в Офисе №1 отделения МФЦ в г. Благовещенске.;https://mfc-amur.ru/faq/626982/
01.04.2020;"Как можно отозвать заявление, поданное на переход на электронную трудовую книжку в случае необходимости. Когда и где можно получить выписку из трудовой  
";Здравствуйте! МФЦ не предоставляет услугу по переходу граждан на электронную трудовую книжку. Рекомендуем обратиться к Вашему работодателю.;https://mfc-amur.ru/faq/626948/
01.04.2020;Если срок получения документа (свидетельство на право собственности садового участка) 2 апреля, где и когда можно получить документы в связи с пандемией;Здравствуйте! Выдача документов начнется ориентировочно с 06.04.2020 года.;https://mfc-amur.ru/faq/626947/
01.04.2020;10 марта исполнилось 20 лет. В течение какого времени паспорт действителен? Как можно срочно заменить паспорт, чтобы приобрести билеты на самолет, если ничего не работает в связи с пандемией. ;Здравствуйте! Услуга «Выдача, замена паспортов гражданина Российской Федерации, удостоверяющих личность гражданина Российской Федерации на территории Российской Федерации» при достижении 20-летнего возраста доступна в электронном виде через Портал Госуслуг.;https://mfc-amur.ru/faq/626946/
31.03.2020;Как оформить покупку коммерческой недвижимости.;Здравствуйте! Для получения полной консультации рекомендуем Вам обратиться по телефону горячей линии Росреестра 8-800-100-34-34.;https://mfc-amur.ru/faq/626914/
